2025-09-17T01:54:42.286Z,49.68
2025-09-17T01:54:42.386Z,50.06
2025-09-17T01:54:42.486Z,50.06
2025-09-17T01:54:42.586Z,50.06
2025-09-17T01:54:42.686Z,50.06
2025-09-17T01:54:42.786Z,50.06
2025-09-17T01:54:42.886Z,50.06
2025-09-17T01:54:42.986Z,50.06
2025-09-17T01:54:43.086Z,50.06
2025-09-17T01:54:43.186Z,50.31
2025-09-17T01:54:43.309Z,146.56
2025-09-17T01:54:43.649Z,226.37
2025-09-17T01:54:43.806Z,245.70
2025-09-17T01:54:43.928Z,284.72
2025-09-17T01:54:44.052Z,329.56
2025-09-17T01:54:44.201Z,400.09
2025-09-17T01:54:44.349Z,473.98
2025-09-17T01:54:44.506Z,536.72
2025-09-17T01:54:44.605Z,553.41
2025-09-17T01:54:44.706Z,547.07
2025-09-17T01:54:44.830Z,563.08
2025-09-17T01:54:44.949Z,588.33
2025-09-17T01:54:45.049Z,605.63
2025-09-17T01:54:45.156Z,605.93
2025-09-17T01:54:45.272Z,621.22
2025-09-17T01:54:45.425Z,610.22
2025-09-17T01:54:45.526Z,623.46
2025-09-17T01:54:45.659Z,670.21
2025-09-17T01:54:45.772Z,693.91
2025-09-17T01:54:45.872Z,682.46
2025-09-17T01:54:46.022Z,718.46
2025-09-17T01:54:46.224Z,711.84
2025-09-17T01:54:46.325Z,711.03
2025-09-17T01:54:46.425Z,711.03
2025-09-17T01:54:46.525Z,710.90
2025-09-17T01:54:46.625Z,710.73
2025-09-17T01:54:46.726Z,661.87
2025-09-17T01:54:46.826Z,660.80
2025-09-17T01:54:46.926Z,373.25
2025-09-17T01:54:47.026Z,372.79
2025-09-17T01:54:47.126Z,367.31
2025-09-17T01:54:47.227Z,367.31
2025-09-17T01:54:47.327Z,367.43
2025-09-17T01:54:47.427Z,367.43
2025-09-17T01:54:47.527Z,367.43
2025-09-17T01:54:47.628Z,367.43
2025-09-17T01:54:47.728Z,367.43
2025-09-17T01:54:47.828Z,367.43
2025-09-17T01:54:47.928Z,367.43
2025-09-17T01:54:48.028Z,367.43
2025-09-17T01:54:48.128Z,367.21
2025-09-17T01:54:48.228Z,367.21
2025-09-17T01:54:48.328Z,367.21
2025-09-17T01:54:48.429Z,367.21
2025-09-17T01:54:48.529Z,367.21
2025-09-17T01:54:48.629Z,367.21
2025-09-17T01:54:48.729Z,367.21
2025-09-17T01:54:48.829Z,367.21
2025-09-17T01:54:48.929Z,367.21
2025-09-17T01:54:49.029Z,367.21
2025-09-17T01:54:49.129Z,367.21
2025-09-17T01:54:49.229Z,367.21
2025-09-17T01:54:49.329Z,367.21
2025-09-17T01:54:49.430Z,367.21
2025-09-17T01:54:49.530Z,367.21
2025-09-17T01:54:49.630Z,367.21
2025-09-17T01:54:49.730Z,367.21
2025-09-17T01:54:49.831Z,367.21
2025-09-17T01:54:49.931Z,367.21
2025-09-17T01:54:50.031Z,367.21
2025-09-17T01:54:50.131Z,367.21
2025-09-17T01:54:50.231Z,367.21
2025-09-17T01:54:50.331Z,367.21
2025-09-17T01:54:50.432Z,367.21
2025-09-17T01:54:50.532Z,367.21
2025-09-17T01:54:50.632Z,367.21
2025-09-17T01:54:50.732Z,367.21
2025-09-17T01:54:50.832Z,367.21
2025-09-17T01:54:50.933Z,367.21
2025-09-17T01:54:51.033Z,367.21
2025-09-17T01:54:51.133Z,367.21
2025-09-17T01:54:51.233Z,367.21
